gene,a_i,b_i,c_i,d_i,e_i
Igf2r,0.22406504,0.21558143,0.23455206,0.3115919,0.014209628
Airn,0.10091391,0.19072285,0.2815489,0.39734402,0.029470325
Gm49959,0.5197191,0.16326208,0.14858149,0.13434918,0.034088135
Pnldc1,0.15922363,0.17889933,0.2841658,0.35340145,0.024309754
Mrpl18,0.36511508,0.18611535,0.1942106,0.21934599,0.035212994
Tcp1,0.790034,0.06876113,0.05770528,0.07337512,0.010124505
Acat3,0.07453101,0.16472685,0.34435117,0.3751624,0.041228533
Acat2,0.091541246,0.24000907,0.3006964,0.3478992,0.019854069
Wtap,0.74378264,0.06310097,0.06597153,0.10441579,0.02272904
Sod2,0.29785576,0.17586975,0.22568274,0.26268265,0.03790915
Afdn,0.18329297,0.21437038,0.2643693,0.3078358,0.030131578
Wdr27,0.11121813,0.26396373,0.25858608,0.3514296,0.014802456
1600012H06Rik,0.12631993,0.10125617,0.31740946,0.45416287,0.00085163116
Phf10,0.41537237,0.12846689,0.19252938,0.23204742,0.031583905
9030025P20Rik,0.14322445,0.16847576,0.3393297,0.34460184,0.004368186
Gm3448,0.16225407,0.16594976,0.2769104,0.34864655,0.046239257
Gm3435,0.50573146,0.13587095,0.15673663,0.18899187,0.012669086
Tcte3,0.76134855,0.077936195,0.07228616,0.07673902,0.01169008
Ermard,0.43304527,0.1764539,0.17821449,0.20693961,0.005346775
Gm35576,0.04350607,0.19863068,0.29148704,0.4551339,0.0112422705
Dll1,0.19901402,0.225254,0.23974986,0.32010657,0.015875578
Fam120b,0.11512458,0.23527065,0.26909703,0.35397133,0.026536345
Gm49668,0.10619552,0.19945414,0.3018368,0.384749,0.0077645183
Psmb1,0.24066183,0.21814112,0.26323354,0.25389168,0.024071813
Tbp,0.4688723,0.15563935,0.14975189,0.19024448,0.035491943
Pdcd2,0.10182438,0.1992033,0.2798403,0.40584597,0.0132859945
Prdm9,0.17080137,0.19384176,0.2527148,0.3575157,0.025126338
Chd1,0.62747777,0.08028673,0.13236037,0.12620793,0.033667207
Rgmb,0.07993668,0.15337424,0.31102285,0.43298545,0.02268076
BC002059,0.18098567,0.23341727,0.2665461,0.29333818,0.025712729
Zfp97,0.46316898,0.13419077,0.15765648,0.22592482,0.019058943
Gm5165,0.22591877,0.16376476,0.24135347,0.35087487,0.018088102
Gm6712,0.2530643,0.27605608,0.21392582,0.22965719,0.027296603
AC154200.1,0.43204874,0.16980685,0.19912712,0.17074072,0.028276563
Riok2,0.6875951,0.05867477,0.10851747,0.12518649,0.020026147
Gm26873,0.07408278,0.13193513,0.33890724,0.40440416,0.050670683
Lnpep,0.12580708,0.2298871,0.25938487,0.3606176,0.024303317
Spaca6,0.18325354,0.165578,0.26200965,0.3653063,0.023852587
Vmn2r96,0.13704146,0.13951887,0.3134134,0.38740012,0.022626162
Vmn2r97,0.14278188,0.1517855,0.31285453,0.358924,0.033654094
4930549P19Rik,0.22620843,0.18056585,0.24922852,0.32169753,0.022299647
Ppp2r1a,0.17660058,0.16190869,0.2797675,0.34604418,0.035679042
Zfp160,0.1464196,0.16549897,0.30390164,0.3821335,0.0020463467
Zfp677,0.066814795,0.23128217,0.2843943,0.41419968,0.0033090115
Zfp54,0.476212,0.13521922,0.18352161,0.14939809,0.055649042
Zfp51,0.19921242,0.23136534,0.24228148,0.2683932,0.05874753
Zfp53,0.11624382,0.22128655,0.25282082,0.40003467,0.00961411
9330136K24Rik,0.1794644,0.17881997,0.24916172,0.35935166,0.03320229
Zfp52,0.15962031,0.18748456,0.2732629,0.36382157,0.015810668
Zfp948,0.20036495,0.232011,0.25133273,0.29836804,0.017923295
Gm41541,0.27991387,0.16081387,0.1992621,0.32973197,0.030278206
Zfp983,0.10477174,0.16364726,0.32603934,0.38851324,0.017028451
Zfp760,0.21978574,0.1977847,0.2525934,0.32568422,0.0041519403
Zfp229,0.14024502,0.17045614,0.34054005,0.34801924,0.00073957443
Zfp820,0.20920086,0.20339775,0.25772783,0.2906214,0.03905213
Zfp995,0.16409525,0.18922205,0.24078496,0.38839144,0.017506301
Zfp942,0.052270558,0.26351568,0.26475447,0.4054008,0.014058471
Zfp943,0.6111025,0.10994409,0.11088511,0.13938823,0.028680086
Zfp947,0.29545882,0.14656164,0.23805198,0.2907407,0.029186845
Zfp994,0.31451622,0.15036313,0.22968996,0.30031094,0.0051198006
Gm7072,0.12732108,0.21218258,0.26055697,0.39143682,0.008502603
Zfp944,0.4454601,0.17710714,0.16296802,0.17429332,0.040171385
Zfp758,0.133605,0.2093903,0.27208677,0.36953828,0.015379667
Zfp946,0.15011555,0.17189865,0.26176712,0.38591692,0.03030169
Zfp945,0.23665175,0.14595255,0.2628041,0.35137576,0.0032158494
Zfp40,0.83701813,0.04690523,0.052496247,0.05283643,0.010743976
6330415G19Rik,0.074931204,0.17984697,0.28563112,0.437719,0.021871686
Zfp213,0.3311042,0.16950114,0.24447092,0.22774166,0.027182043
Thoc6,0.12331504,0.1537763,0.31750545,0.38619462,0.01920867
Hcfc1r1,0.10455486,0.22789904,0.2976281,0.34040087,0.029517114
Tnfrsf12a,0.13359408,0.17278862,0.29362547,0.39031506,0.0096767545
Pkmyt1,0.3394077,0.18681861,0.21867141,0.2404351,0.014667153
Paqr4,0.21869338,0.22046675,0.26205593,0.28019968,0.018584251
Kremen2,0.11944778,0.26295534,0.26165834,0.33322087,0.022717714
9530082P21Rik,0.106980965,0.25430715,0.24587402,0.37458733,0.018250585
Flywch1,0.19821545,0.15578818,0.29221916,0.3025325,0.051244676
Flywch2,0.09446516,0.17684577,0.30087158,0.4026858,0.025131702
Srrm2,0.4487157,0.18465626,0.17274727,0.18046203,0.013418794
Elob,0.16638829,0.14728223,0.27800852,0.37499854,0.033322453
Prss33,0.11420634,0.1999321,0.3182478,0.33784583,0.02976799
Prss41,0.15412408,0.12256747,0.28191596,0.40771428,0.033678174
Prss30,0.1371891,0.24617022,0.29604977,0.3201323,0.00045859814
Kctd5,0.2929251,0.13892396,0.23744863,0.2874807,0.043221593
Pdpk1,0.17899808,0.15341917,0.26092276,0.3520226,0.054637372
Gm50071,0.091458276,0.19137976,0.3110724,0.3788541,0.027235448
Amdhd2,0.24284571,0.17773099,0.25015825,0.31295225,0.016312838
Atp6v0c,0.08155615,0.21209861,0.305283,0.39825338,0.002808869
Tbc1d24,0.29495513,0.14877018,0.2229373,0.29675922,0.03657818
Ntn3,0.1925841,0.27227372,0.19931024,0.30464077,0.03119117
Tedc2,0.0779873,0.22629227,0.2993844,0.38842058,0.007915497
Ccnf,0.6623102,0.1090226,0.098755434,0.115076095,0.014835715
Abca3,0.39484555,0.14899784,0.19529128,0.24628906,0.014576256
D330041H03Rik,0.83885324,0.038559712,0.07400253,0.045594376,0.0029901266
Rnps1,0.29715985,0.1592107,0.21526146,0.28008115,0.048286855
Eci1,0.10112184,0.1528076,0.28778327,0.43366146,0.024625838
Dnase1l2,0.17217126,0.26487416,0.24639145,0.29967564,0.016887486
E4f1,0.16505647,0.14949019,0.2927125,0.36479566,0.02794516
Pgp,0.3023532,0.22288245,0.24645868,0.217088,0.011217713
Mlst8,0.17786698,0.2236511,0.26649603,0.2955651,0.036420822
Traf7,0.4087446,0.18390271,0.18922424,0.20202368,0.016104758
Rab26,0.16388854,0.14431763,0.3038383,0.38317165,0.004783869
Rab26os,0.2053157,0.14653642,0.28764623,0.31565744,0.04484421
Pkd1,0.4651058,0.17445146,0.14742985,0.19663545,0.016377449
Tsc2,0.39078522,0.1675514,0.1830979,0.23696265,0.021602869
Nthl1,0.14619824,0.22236215,0.24052173,0.37043777,0.020480156
Slc9a3r2,0.04996023,0.191075,0.31432727,0.43290174,0.011735797
Npw,0.12676756,0.26841027,0.2690829,0.3160856,0.019653678
Zfp598,0.67202073,0.092249356,0.11774969,0.11363405,0.004346192
Syngr3,0.1344314,0.29614642,0.22899485,0.32646894,0.0139583945
Gfer,0.37411013,0.13512343,0.24529973,0.21089856,0.03456813
Noxo1,0.07338193,0.24552043,0.28921622,0.37422305,0.017658353
Tbl3,0.17712279,0.227534,0.30293706,0.29188165,0.0005245209
Rps2,0.05835486,0.17406295,0.30529734,0.4485236,0.013761282
Snhg9,0.21144392,0.1807346,0.26310012,0.3404218,0.0042995214
Ndufb10,0.4404443,0.12304484,0.19167224,0.20961097,0.035227656
Msrb1,0.17335904,0.24265313,0.2769261,0.28314418,0.023917556
Hs3st6,0.49344864,0.16833507,0.17636184,0.1527835,0.009070933
Hagh,0.75674224,0.08076772,0.05420356,0.07100103,0.037285388
Fahd1,0.18693848,0.16102523,0.28666696,0.35579568,0.009573638
Nubp2,0.2530269,0.21868894,0.19779253,0.29635444,0.03413725
Spsb3,0.5933033,0.1515336,0.10729182,0.11226173,0.035609543
Eme2,0.30946812,0.16950178,0.19765519,0.28543535,0.03793955
Mapk8ip3,0.14591369,0.17100886,0.31011954,0.34252897,0.030429006
Mrps34,0.48911187,0.24450684,0.16212384,0.09474749,0.009509921
Nme3,0.18750045,0.18694983,0.268015,0.32959267,0.027942061
Jpt2,0.2999729,0.1533096,0.20661433,0.30127862,0.03882456
Cramp1l,0.16104199,0.22725713,0.27164012,0.31799516,0.02206564
Ift140,0.12428911,0.16457026,0.2695702,0.41811398,0.023456454
Telo2,0.31113043,0.1406989,0.23012204,0.28781804,0.030230641
Clcn7,0.1194661,0.21846175,0.29779828,0.34114945,0.023124456
BC003965,0.18029618,0.1399759,0.31483212,0.32242694,0.042468905
Unkl,0.07690074,0.12892593,0.2890278,0.48425728,0.02088821
Gnptg,0.3817363,0.15851381,0.19359602,0.2274782,0.038675666
Tsr3,0.263818,0.17007916,0.23741071,0.3243551,0.0043370724
Baiap3,0.14566866,0.23008004,0.2970387,0.3188255,0.008387089
Ube2i,0.3325803,0.21722166,0.20026074,0.21966834,0.030268967
Sox8,0.08065723,0.16570555,0.31588787,0.40897527,0.028774142
2810468N07Rik,0.35705343,0.20177352,0.20669806,0.21534352,0.019131482
Lmf1,0.40038738,0.16400126,0.18343975,0.23988897,0.01228267
Chtf18,0.2291387,0.19454229,0.24089584,0.31218135,0.023241818
Rpusd1,0.154668,0.1829987,0.2937836,0.33043915,0.038110554
Ciao3,0.13727784,0.1664549,0.30170554,0.36974633,0.02481538
Haghl,0.093995675,0.1974997,0.27542078,0.4149813,0.018102527
Ccdc78,0.15103707,0.14781404,0.28187177,0.38786098,0.031416178
Fam173a,0.22868311,0.13311866,0.24463212,0.35193914,0.04162699
Metrn,0.2560673,0.15688762,0.23132017,0.31718937,0.038535595
Fbxl16,0.09179866,0.2031333,0.3155117,0.371016,0.018540382
Wdr24,0.83265203,0.0525491,0.055076957,0.05950164,0.00022023916
Jmjd8,0.13995886,0.19009344,0.27540645,0.3696758,0.024865508
Stub1,0.20168109,0.19195561,0.29828176,0.303838,0.004243493
Rhbdl1,0.19353877,0.2222895,0.25810087,0.30703545,0.019035399
Rhot2,0.28475446,0.18175256,0.1927168,0.3136119,0.02716434
Wdr90,0.19333878,0.122949705,0.2730152,0.37870815,0.031988144
Mcrip2,0.03528645,0.17644088,0.31492484,0.47305128,0.0002965927
Mettl26,0.36345926,0.13298456,0.17968589,0.27723125,0.046639085
Wfikkn1,0.18901968,0.1980314,0.2622449,0.34522656,0.0054774284
Rab40c,0.24306817,0.1800545,0.2726359,0.28897133,0.015270114
Gm16278,0.31293982,0.16705495,0.23691165,0.26533386,0.01775968
Pigq,0.38083902,0.24166656,0.17093484,0.20234941,0.004210174
Capn15,0.11840942,0.18458214,0.3044933,0.36454815,0.027966976
1700022N22Rik,0.70361245,0.075953566,0.09087877,0.11477859,0.014776647
Rab11fip3,0.22139165,0.15106954,0.23980956,0.3208826,0.06684661
Decr2,0.2822016,0.16259943,0.22519407,0.2908519,0.03915304
Nme4,0.14534953,0.18198591,0.27628887,0.38117987,0.015195787
Tmem8,0.042803448,0.12166286,0.3429608,0.4912621,0.0013108253
Mrpl28,0.04562969,0.21318588,0.28403226,0.42537493,0.031777263
Axin1,0.27969578,0.21199235,0.17425533,0.28080416,0.0532524
Arhgdig,0.28117168,0.21661213,0.22026479,0.2690273,0.012924135
Rgs11,0.13112494,0.16588438,0.29691586,0.36575064,0.04032421
Fam234a,0.08548312,0.21362855,0.30046454,0.38058186,0.01984191
Luc7l,0.43288743,0.1713022,0.16876867,0.1874584,0.039583325
Neurl1b,0.48396477,0.15043128,0.15791486,0.19410731,0.013581753
Gm34455,0.26511875,0.1427034,0.24771865,0.2845331,0.059926152
Dusp1,0.08748847,0.1262299,0.34013966,0.41651547,0.029626489
Ergic1,0.100775175,0.1324632,0.29328012,0.44907176,0.024409771
Atp6v0e,0.16743761,0.16936992,0.28556332,0.34803376,0.029595375
Crebrf,0.11883377,0.15529187,0.26656827,0.4360927,0.023213387
Bnip1,0.30188647,0.18936212,0.21762562,0.27282998,0.018295765
Kifc5b,0.10255049,0.13947082,0.3121125,0.444498,0.001368165
Phf1,0.105242714,0.22554025,0.28565398,0.37245303,0.011110008
Cuta,0.11169554,0.17936358,0.3181483,0.38274285,0.0080497265
Zbtb9,0.3670354,0.18373793,0.22045404,0.19411536,0.0346573
Gm50254,0.3049415,0.15803398,0.24500346,0.2646781,0.027342916
Ggnbp1,0.092936665,0.21598974,0.292208,0.37819296,0.02067262
Bak1,0.100260794,0.19122624,0.29137444,0.40824324,0.008895278
Itpr3,0.19944216,0.21877539,0.24670576,0.32937205,0.0057046413
Uqcc2,0.8508334,0.045130804,0.04637876,0.0481851,0.009471893
Lemd2,0.08039607,0.16671169,0.29195333,0.41821235,0.042726576
Gm26724,0.10335941,0.18942058,0.28795624,0.38613474,0.033129036
Gm10505,0.27557585,0.18629368,0.21089235,0.29798767,0.029250383
Gm49794,0.04563104,0.27850062,0.28178346,0.38586548,0.008219361
Gm49774,0.83945715,0.035481993,0.05051505,0.07196144,0.0025843382
Hmga1,0.2980758,0.2167196,0.20505603,0.27435428,0.0057942867
AI413582,0.1089404,0.18472183,0.30081078,0.37376586,0.03176117
C130040N14Rik,0.15491319,0.17447433,0.26618856,0.35535142,0.049072504
Nudt3,0.28872332,0.17411229,0.22632271,0.28338724,0.027454436
Gm49741,0.2115659,0.21610773,0.24185,0.30045286,0.030023456
Rps10,0.13806772,0.13288206,0.3167572,0.40401745,0.0082755685
Gm15420,0.16034095,0.17880444,0.27837765,0.3637641,0.018712819
Pacsin1,0.12000767,0.1669086,0.28892764,0.401039,0.023117065
Ilrun,0.17350675,0.18686092,0.3111715,0.32602072,0.002440095
Snrpc,0.7882599,0.074016996,0.055493083,0.06250113,0.019728899
Uhrf1bp1,0.1283374,0.19910763,0.26459518,0.39280763,0.015152216
Taf11,0.14442797,0.22114508,0.25581208,0.33858985,0.040025055
Gm49801,0.15959978,0.21200845,0.25170052,0.35629308,0.02039814
Anks1,0.32460168,0.21186072,0.18940313,0.24662717,0.027507305
Tcp11,0.18860969,0.1556828,0.2636844,0.34152117,0.050501943
C230013L11Rik,0.120736375,0.18416654,0.27317035,0.39684513,0.025081635
Zfp523,0.06536522,0.24337107,0.27939436,0.41101858,0.0008507967
Def6,0.12405743,0.18871085,0.32024086,0.35083452,0.016156316
Gm49874,0.090581745,0.23036559,0.30997998,0.35335124,0.01572144
Ppard,0.10831622,0.2238338,0.2881148,0.3586515,0.021083713
Fance,0.14456381,0.16595,0.31182912,0.36666748,0.010989547
Rpl10a,0.2844309,0.21655804,0.2149747,0.2301248,0.053911567
Tead3,0.1318057,0.27400258,0.2618401,0.29478592,0.03756571
Tulp1,0.16648425,0.20115541,0.28129855,0.3431252,0.007936597
Fkbp5,0.21701156,0.18887405,0.22556017,0.31023932,0.05831492
Gm49838,0.8777278,0.03949516,0.038987387,0.03629103,0.007498622
Gm22146,0.316742,0.12694538,0.23670024,0.2754906,0.044121742
Gm20109,0.1118663,0.14575347,0.3330594,0.40629816,0.0030226707
E230001N04Rik,0.2813407,0.18054228,0.25060868,0.2725348,0.014973581
Srpk1,0.6444186,0.099293105,0.10232388,0.12742382,0.026540577
Mapk14,0.26789495,0.1636461,0.22154523,0.3196705,0.027243197
Gm4356,0.19457781,0.2176129,0.25080037,0.31939578,0.017613113
Gm49864,0.086055554,0.16736999,0.35098997,0.3946366,0.00094783306
Brpf3,0.23501067,0.20907491,0.22914095,0.3007975,0.025975943
4930539E08Rik,0.16094571,0.2230468,0.27679843,0.33511314,0.004095912
Pxt1,0.27653235,0.17126244,0.2148321,0.3187758,0.018597364
1700063J08Rik,0.11304494,0.21694987,0.276044,0.37511036,0.018850803
Kctd20,0.4250223,0.11422676,0.19400796,0.24252984,0.024213076
Stk38,0.056642275,0.20977604,0.28720817,0.43585178,0.0105217695
Gm16196,0.0790008,0.20547125,0.28298616,0.4229484,0.009593368
Srsf3,0.13996747,0.09500863,0.33917496,0.42403704,0.0018119216
Gm41556,0.29648292,0.16286285,0.24091738,0.2741435,0.0255934
Trp53cor1,0.19066484,0.23351105,0.2511246,0.2973551,0.027344465
Cdkn1a,0.3068853,0.16113178,0.20400548,0.31372836,0.014249086
Ppil1,0.9012347,0.034401778,0.028250625,0.029239539,0.006873369
Gm50068,0.7521575,0.08355325,0.07183643,0.088736586,0.0037162304
BC004004,0.45203042,0.122119635,0.19712819,0.2283461,0.00037562847
Pi16,0.79921126,0.04092262,0.061582733,0.082005404,0.016277969
Mtch1,0.8204191,0.028951067,0.06889823,0.0777337,0.0039979815
Fgd2,0.22097023,0.2313667,0.22188914,0.29694372,0.02883023
Gm26885,0.121842146,0.15446536,0.27672803,0.42186892,0.025095522
Pim1,0.16640387,0.24491853,0.25577706,0.32964617,0.003254354
Tmem217,0.27856728,0.21835819,0.23726808,0.24056828,0.025238156
Tbc1d22b,0.14356153,0.19965297,0.27043393,0.37567064,0.010680914
2010106G04Rik,0.108040765,0.19409314,0.28399733,0.38482842,0.029040337
Rnf8,0.31161845,0.16899619,0.22277422,0.2578949,0.038716197
Cmtr1,0.16144288,0.19699657,0.264032,0.35867226,0.018856287
Ccdc167,0.10737507,0.20206508,0.32440025,0.36196062,0.004199028
Gm50019,0.09839186,0.22768709,0.3292928,0.3434659,0.0011622906
Zfand3,0.33759415,0.17407733,0.18922135,0.28334635,0.015760839
Btbd9,0.09053449,0.19357787,0.29571292,0.38764104,0.032533646
Gm50240,0.2284872,0.17128222,0.27849388,0.2932161,0.028520584
Glo1,0.6477126,0.18577783,0.08071351,0.07086912,0.01492691
1700097N02Rik,0.21857694,0.21685922,0.23789975,0.30739078,0.019273281
Dnah8,0.31818485,0.12677167,0.272117,0.26621217,0.016714275
Glp1r,0.4935028,0.14951296,0.16334099,0.1816033,0.012039959
Abcg1,0.299919,0.18956916,0.19705057,0.29503253,0.018428683
Tff1,0.37673676,0.12818971,0.21893121,0.2357613,0.040381074
Tmprss3,0.13734424,0.20182355,0.29792902,0.3477662,0.015137076
Ubash3a,0.101854935,0.21298452,0.2879691,0.38346732,0.013724089
Gm50218,0.12057105,0.20765273,0.27767372,0.37023866,0.023863852
Rsph1,0.08645459,0.21404843,0.29067025,0.37596202,0.03286469
Slc37a1,0.24683154,0.14405297,0.23141123,0.37033638,0.0073678493
Wdr4,0.1456752,0.19464593,0.25857,0.39192066,0.009188175
Gm50103,0.077821076,0.17147398,0.30811083,0.41483495,0.027759194
Ndufv3,0.10138558,0.164651,0.325361,0.40403107,0.0045713186
Gm50105,0.03581227,0.1509204,0.35275704,0.4152951,0.04521513
AC166172.1,0.14442104,0.15620299,0.288977,0.38765493,0.02274406
Pknox1,0.12507369,0.21179813,0.28429198,0.36432788,0.014508367
Gm50107,0.117619604,0.13486083,0.32796386,0.38570037,0.03385532
Cbs,0.25819135,0.19903435,0.22159348,0.28807613,0.033104658
U2af1,0.10366543,0.19522305,0.29113618,0.38419077,0.025784612
Cryaa,0.08974928,0.14975564,0.34125543,0.40977588,0.009463787
Sik1,0.1456854,0.23429847,0.2535843,0.3511675,0.015264332
Hsf2bp,0.18947317,0.2193273,0.28218734,0.27168968,0.03732252
Rrp1b,0.7063412,0.12634766,0.08641012,0.061328534,0.019572496
Gm17276,0.08864985,0.15827788,0.31785238,0.43441704,0.00080287457
Ephx3,0.07251351,0.20711659,0.2998197,0.3738444,0.046705842
Brd4,0.14400235,0.25485432,0.19179533,0.35883442,0.050513625
Gm26549,0.17430815,0.16264622,0.25684518,0.3796367,0.026563764
Akap8,0.27995154,0.15326285,0.25750545,0.29410455,0.015175581
Akap8l,0.110346064,0.23122615,0.28741953,0.32241458,0.0485937
Wiz,0.08897089,0.16035713,0.32713187,0.39749002,0.02605009
Rasal3,0.07190876,0.15165731,0.33502007,0.4229942,0.018419683
A530088E08Rik,0.06400141,0.21029252,0.30584082,0.4132072,0.0066580772
Pglyrp2,0.34047467,0.20574251,0.18853447,0.2551668,0.01008153
Cyp4f17,0.12642923,0.17710423,0.28488636,0.39380187,0.017778337
Cyp4f16,0.09768647,0.17675865,0.30993092,0.40836903,0.007254958
Zfp871,0.040855404,0.18487513,0.31846455,0.43892306,0.016881883
Gm17115,0.0992826,0.13888064,0.33083332,0.3825947,0.048408747
Gm26693,0.11256833,0.15982859,0.32181928,0.3670126,0.038771152
Zfp799,0.27513692,0.17323199,0.23790587,0.28673592,0.02698934
Zfp870,0.09391291,0.1652904,0.31245735,0.41266116,0.015678167
Cyp4f13,0.078660734,0.22116427,0.28033802,0.40688187,0.012955129
Zfp472,0.3085391,0.17913271,0.20117137,0.27563667,0.035520196
Zfp952,0.1436097,0.1661562,0.30476093,0.34940994,0.036063194
Zfp763,0.8160778,0.08857948,0.04634034,0.042580675,0.006421685
Zfp563,0.06723551,0.17918064,0.29460815,0.41922313,0.039752543
Zfp955a,0.22942145,0.17001158,0.25507095,0.3075433,0.03795278
Zfp955b,0.39991188,0.16673614,0.20337081,0.18751049,0.042470694
Zfp81,0.18269865,0.1852722,0.29579768,0.30541354,0.030817926
Zfp101,0.07032621,0.13628602,0.32238132,0.45210618,0.018900275
Adamts10,0.2840865,0.16558899,0.23214872,0.2900398,0.028136015
Myo1f,0.10798157,0.13321377,0.31554815,0.44209433,0.0011621714
Zfp414,0.18842053,0.2241145,0.24574025,0.32180226,0.019922435
Pram1,0.24259815,0.23586422,0.2628993,0.21775302,0.04088533
Hnrnpm,0.19456758,0.16696009,0.26322973,0.3421114,0.033131182
March2,0.113952026,0.16220896,0.2626945,0.44024676,0.020897746
Rab11b,0.34569937,0.2109355,0.17362347,0.22166936,0.04807228
Gm17251,0.07870251,0.21151195,0.293289,0.4056776,0.010818958
Angptl4,0.2198021,0.1490752,0.26868835,0.33581287,0.02662152
Kank3,0.17860675,0.14541711,0.27656117,0.37091053,0.02850449
Rps28,0.20169063,0.14333479,0.2816031,0.37229422,0.0010772943
Ndufa7,0.1424322,0.18780439,0.26732996,0.37544432,0.026989102
Cd320,0.19242659,0.20051308,0.27289808,0.301061,0.0331012
Kifc1,0.25278187,0.23565224,0.22095643,0.28193557,0.008673906
Smim40,0.59822106,0.13569397,0.10617412,0.12789607,0.032014787
BC051226,0.12673369,0.15561281,0.32714814,0.37837818,0.012127161
Daxx,0.25567326,0.14921547,0.28704688,0.28322932,0.02483499
Tapbp,0.060446113,0.18549883,0.31221163,0.41815603,0.023687363
Zbtb22,0.21486907,0.22535862,0.26172024,0.26739338,0.030658722
Gm19412,0.077580586,0.18872191,0.31296372,0.3923888,0.028344989
Rgl2,0.5251482,0.17927368,0.11957289,0.14178358,0.03422165
Pfdn6,0.10465992,0.21671678,0.2815746,0.38044223,0.01660645
Wdr46,0.30020306,0.1961355,0.2364166,0.25385377,0.013391137
B3galt4,0.36811188,0.24294223,0.17883626,0.18781658,0.022293031
Rps18,0.12711537,0.11702857,0.28721234,0.4223166,0.046327114
Vps52,0.12588139,0.22129217,0.2703365,0.35226423,0.030225694
AA388235,0.5692997,0.081483185,0.16275609,0.16906151,0.01739955
H2-K1,0.074244946,0.15014976,0.31133413,0.43924004,0.02503115
Ring1,0.09962611,0.18692489,0.29927182,0.3926944,0.021482766
H2-Ke6,0.12769024,0.21958266,0.2753339,0.35953078,0.01786244
Slc39a7,0.44472176,0.17336375,0.15791498,0.2098203,0.01417923
Rxrb,0.45516047,0.13828856,0.16905564,0.20742695,0.030068398
Col11a2,0.18962361,0.24155718,0.2571391,0.29425097,0.017429173
H2-Oa,0.0620844,0.197698,0.2964602,0.41973448,0.024022937
Brd2,0.4628136,0.1821331,0.15222481,0.1745647,0.028263807
H2-DMa,0.18059105,0.13961627,0.3011715,0.37170273,0.00691849
Gm50335,0.16328014,0.19496158,0.2414011,0.36909497,0.03126216
H2-DMb2,0.4797574,0.13043249,0.17555739,0.20746876,0.0067839622
H2-DMb1,0.17535551,0.17437853,0.30149823,0.34752765,0.0012401342
Psmb9,0.37351125,0.15433164,0.2172818,0.2501337,0.004741609
Tap1,0.16628504,0.1423383,0.26499996,0.40393755,0.022439122
Psmb8,0.15692015,0.23304781,0.2540759,0.34374452,0.012211561
Gm20496,0.15341085,0.17275734,0.29243067,0.3705097,0.0108914375
Tap2,0.5176619,0.23685732,0.10552097,0.13808376,0.0018760562
Gm15821,0.14498988,0.2188289,0.26477453,0.35717997,0.014226675
H2-Ob,0.110225,0.15678245,0.32576624,0.3888235,0.018402815
H2-Ab1,0.82710296,0.07779824,0.036838654,0.042337965,0.015922189
H2-Aa,0.18965225,0.20612447,0.25398746,0.3409947,0.009241104
Gm20513,0.10684811,0.17842902,0.2860859,0.4171544,0.011482596
H2-Eb1,0.24174272,0.12517262,0.30903852,0.2899592,0.034086943
H2-Eb2,0.07537968,0.16384812,0.31840658,0.4300774,0.012288213
Btnl4,0.08121857,0.12694947,0.30355793,0.47570023,0.012573838
Notch4,0.14852564,0.19616365,0.272184,0.36138958,0.021737099
Gpsm3,0.18402416,0.21904741,0.21429643,0.34988576,0.032746255
Pbx2,0.13915922,0.16866131,0.26154876,0.400964,0.029666662
Ager,0.6586021,0.10581058,0.10606013,0.12141283,0.008114338
Rnf5,0.094888024,0.19685143,0.27483693,0.4114853,0.021938324
Agpat1,0.2615643,0.2510996,0.21374702,0.26635784,0.0072312355
Egfl8,0.13507432,0.13952054,0.31056842,0.41314307,0.0016937256
Ppt2,0.09074891,0.25227028,0.27518585,0.3598339,0.021961033
Prrt1,0.18704689,0.22797906,0.2509342,0.31146902,0.022570789
Fkbpl,0.16484109,0.19264296,0.2753951,0.34752867,0.019592166
Atf6b,0.15955143,0.15659344,0.27230588,0.3774744,0.034074783
C4a,0.44305748,0.16432995,0.17987537,0.19068038,0.022056818
Stk19,0.34385625,0.1916354,0.18204235,0.25482306,0.027642965
Dxo,0.24608037,0.17927706,0.22346812,0.3218795,0.029294968
Skiv2l,0.136884,0.14481571,0.27855176,0.4106514,0.02909714
Nelfe,0.24065262,0.2305577,0.20530692,0.32030264,0.0031801462
Cfb,0.10791025,0.16259393,0.28739208,0.40854686,0.03355688
C2,0.2613794,0.249854,0.21700124,0.24950862,0.022256732
Zbtb12,0.12177817,0.19854155,0.2435871,0.38627863,0.049814582
Ehmt2,0.09143379,0.24625489,0.281963,0.35339925,0.026949048
Neu1,0.35027185,0.15694828,0.19558477,0.26189473,0.035300374
1110038B12Rik,0.19186254,0.17522842,0.2527098,0.32852167,0.051677585
Hspa1b,0.19551827,0.24279796,0.23842435,0.29183108,0.031428337
Hspa1a,0.15911195,0.14841764,0.2853578,0.39177874,0.015333891
Gm20481,0.3335869,0.15327637,0.20272413,0.26710004,0.04331261
Gm10501,0.07035612,0.2084084,0.28727514,0.42354923,0.010411084
Lsm2,0.16417316,0.23118457,0.27471516,0.31270504,0.017222047
Vars,0.5423628,0.20899509,0.11488417,0.09630084,0.03745711
Sapcd1,0.18055232,0.2529205,0.25071427,0.28105804,0.034754872
Msh5,0.4631583,0.19232796,0.14099108,0.19143888,0.012083769
